11:|||2239-2274. normal hasYear noLongAuthorLine period TOKEN-11: 1 11 11: 11: : 1: 11: 11: others 2dig 0 no no no no no no TOKEN-2239-2274. 2 22 223 2239 . 4. 74. 274. others possiblePage 0 no no no no no no TOKEN-2239-2274. 2 22 223 2239 . 4. 74. 274. others possiblePage 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_new unknown
Cicero,|||C.|||2004.|||Barriers|||to|||sympatry|||between|||avian|||sibling normal hasYear noLongAuthorLine other TOKEN-Cicero, C Ci Cic Cice , o, ro, ero, InitCap nonNum 20 no no lastName no placeName no TOKEN-C. C C. C. C. . C. C. C. singleCap nonNum 0 no no no no no no TOKEN-sibling s si sib sibl g ng ing ling others nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_left xmlPara_new unknown
species|||(Paridae:|||Beolophus)|||in|||tenuous|||secondary|||contact. normal noYear noLongAuthorLine period TOKEN-species s sp spe spec s es ies cies others nonNum 0 no no no no no no TOKEN-(Paridae: ( (P (Pa (Par : e: ae: dae: InitCap nonNum 0 no no no no no no TOKEN-contact. c co con cont . t. ct. act. others nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_right xmlPara_continue unknown
-Evolution|||58:|||1573-1587. normal hasYear noLongAuthorLine period TOKEN--Evolution - -E -Ev -Evo n on ion tion InitCap nonNum 0 no no no no no no TOKEN-58: 5 58 58: 58: : 8: 58: 58: others 2dig 0 no no no no no no TOKEN-1573-1587. 1 15 157 1573 . 7. 87. 587. others possiblePage 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_new unknown
Cohen,|||J.|||1960.|||A|||coefficient|||of|||agreement|||for|||nominal|||scales. normal hasYear noLongAuthorLine period TOKEN-Cohen, C Co Coh Cohe , n, en, hen, InitCap nonNum 4 no no lastName no no no TOKEN-J. J J. J. J. . J. J. J. singleCap nonNum 4 no no lastName no no no TOKEN-scales. s sc sca scal . s. es. les. others nonNum 4 no no lastName no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_new unknown
-Educ.|||Psyschol.|||Meas.|||20:|||37-46. normal noYear noLongAuthorLine period TOKEN--Educ. - -E -Ed -Edu . c. uc. duc. InitCap nonNum 0 no no no no no no TOKEN-Psyschol. P Ps Psy Psys . l. ol. hol. InitCap nonNum 0 no no no no no no TOKEN-37-46. 3 37 37- 37-4 . 6. 46. -46. others possiblePage 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_new unknown
Elith,|||J.|||and|||Burgman,|||M.|||A.|||2002.|||Predictions|||and|||their normal hasYear noLongAuthorLine other TOKEN-Elith, E El Eli Elit , h, th, ith, InitCap nonNum 0 no no no no no no TOKEN-J. J J. J. J. . J. J. J. singleCap nonNum 4 no no lastName no no no TOKEN-their t th the thei r ir eir heir others nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_left xmlPara_new unknown
validation:|||rare|||plants|||in|||the|||Central|||Highlands,|||Victoria, normal noYear noLongAuthorLine comma TOKEN-validation: v va val vali : n: on: ion: others nonNum 0 no no no no no no TOKEN-rare r ra rar rare e re are rare others nonNum 0 no no no no no no TOKEN-Victoria, V Vi Vic Vict , a, ia, ria, InitCap nonNum 22 no femaleName lastName no placeName no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_right xmlPara_continue unknown
Australia.-In:|||Scott,|||J.|||M.|||et|||al.|||(eds),|||Predicting|||species normal noYear noLongAuthorLine other TOKEN-Australia.-In: A Au Aus Aust : n: In: -In: InitCap nonNum 0 no no no no no no TOKEN-Scott, S Sc Sco Scot , t, tt, ott, InitCap nonNum 21 maleName no lastName no placeName no TOKEN-species s sp spe spec s es ies cies others nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_new unknown
occurrences:|||issues|||of|||accuracy|||and|||scale.|||Island|||Press,|||pp. normal noYear noLongAuthorLine period TOKEN-occurrences: o oc occ occu : s: es: ces: others nonNum 0 no no no no no no TOKEN-issues i is iss issu s es ues sues others nonNum 0 no no no no no no TOKEN-pp. p pp pp. pp. . p. pp. pp. others nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_new unknown
303-314. normal noYear noLongAuthorLine period TOKEN-303-314. 3 30 303 303- . 4. 14. 314. others possiblePage 0 no no no no no no TOKEN-EMPTY E EM EMP EMPT Y TY PTY MPTY AllCap nonNum 0 no no no no no no TOKEN-303-314. 3 30 303 303- . 4. 14. 314. others possiblePage 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_new unknown
Ferrier,|||S.|||2002.|||Mapping|||spatial|||pattern|||in|||biodiversity|||for normal hasYear noLongAuthorLine other TOKEN-Ferrier, F Fe Fer Ferr , r, er, ier, InitCap nonNum 4 no no lastName no no no TOKEN-S. S S. S. S. . S. S. S. singleCap nonNum 32 no no no no no publisherName TOKEN-for f fo for for r or for for others nonNum 32 no no no no no publisherName xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_new unknown
regional|||conservation|||planning:|||where|||to|||from|||here?-Syst. normal noYear noLongAuthorLine period TOKEN-regional r re reg regi l al nal onal others nonNum 0 no no no no no no TOKEN-conservation c co con cons n on ion tion others nonNum 0 no no no no no no TOKEN-here?-Syst. h he her here . t. st. yst. others nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_new unknown
Biol.|||51:|||331-363. normal noYear noLongAuthorLine period TOKEN-Biol. B Bi Bio Biol . l. ol. iol. InitCap nonNum 0 no no no no no no TOKEN-51: 5 51 51: 51: : 1: 51: 51: others 2dig 0 no no no no no no TOKEN-331-363. 3 33 331 331- . 3. 63. 363. others possiblePage 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_new unknown
Ferrier,|||S.|||and|||Watson,|||G.|||1997.|||An|||evaluation|||of|||the normal hasYear noLongAuthorLine other TOKEN-Ferrier, F Fe Fer Ferr , r, er, ier, InitCap nonNum 4 no no lastName no no no TOKEN-S. S S. S. S. . S. S. S. singleCap nonNum 32 no no no no no publisherName TOKEN-the t th the the e he the the others nonNum 32 no no no no no publisherName xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_left xmlPara_new unknown
effectiveness|||of|||environmental|||surrogates|||and|||modelling normal noYear noLongAuthorLine other TOKEN-effectiveness e ef eff effe s ss ess ness others nonNum 0 no no no no no no TOKEN-of o of of of f of of of others nonNum 48 no no no no placeName publisherName TOKEN-modelling m mo mod mode g ng ing ling others nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_right xmlPara_continue unknown
techniques|||in|||predicting|||the|||distribution|||of|||biological normal noYear noLongAuthorLine other TOKEN-techniques t te tec tech s es ues ques others nonNum 0 no no no no no no TOKEN-in i in in in n in in in others nonNum 4 no no lastName no no no TOKEN-biological b bi bio biol l al cal ical others nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_right xmlPara_continue unknown
diversity.-Environment|||Australia,|||Canberra,Bhttp: normal noYear noLongAuthorLine colon TOKEN-diversity.-Environment d di div dive t nt ent ment others nonNum 0 no no no no no no TOKEN-Australia, A Au Aus Aust , a, ia, lia, InitCap nonNum 48 no no no no placeName publisherName TOKEN-Canberra,Bhttp: C Ca Can Canb : p: tp: ttp: InitCap nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_new unknown
www.deh.gov.au|||biodiversity|||publications|||technical normal noYear noLongAuthorLine other TOKEN-www.deh.gov.au w ww www www. u au .au v.au others nonNum 0 no no no no no no TOKEN-biodiversity b bi bio biod y ty ity sity others nonNum 0 no no no no no no TOKEN-technical t te tec tech l al cal ical others nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_new unknown
surrogates|||>. short noYear noLongAuthorLine period TOKEN-surrogates s su sur surr s es tes ates others nonNum 0 no no no no no no TOKEN->. > >. >. >. . >. >. >. other nonNum 0 no no no no no no TOKEN->. > >. >. >. . >. >. >. other nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_continue unknown
Ferrier,|||S.|||et|||al.|||2002a.|||Extended|||statistical|||approaches|||to normal hasYear noLongAuthorLine other TOKEN-Ferrier, F Fe Fer Ferr , r, er, ier, InitCap nonNum 4 no no lastName no no no TOKEN-S. S S. S. S. . S. S. S. singleCap nonNum 32 no no no no no publisherName TOKEN-to t to to to o to to to others nonNum 36 no no lastName no no publisherName xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_left xmlPara_new unknown
modelling|||spatial|||pattern|||in|||biodiversity:|||the|||north-east|||New normal noYear noLongAuthorLine other TOKEN-modelling m mo mod mode g ng ing ling others nonNum 0 no no no no no no TOKEN-spatial s sp spa spat l al ial tial others nonNum 0 no no no no no no TOKEN-New N Ne New New w ew New New InitCap nonNum 36 no no lastName no no publisherName xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_right xmlPara_continue unknown
South|||Wales|||experience.|||I.|||Species-level|||modelling.-Biodiv. normal noYear noLongAuthorLine period TOKEN-South S So Sou Sout h th uth outh InitCap nonNum 4 no no lastName no no no TOKEN-Wales W Wa Wal Wale s es les ales InitCap nonNum 20 no no lastName no placeName no TOKEN-modelling.-Biodiv. m mo mod mode . v. iv. div. others nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_new unknown
Conserv.|||11:|||2275-2307. normal hasYear noLongAuthorLine period TOKEN-Conserv. C Co Con Cons . v. rv. erv. InitCap nonNum 0 no no no no no no TOKEN-11: 1 11 11: 11: : 1: 11: 11: others 2dig 0 no no no no no no TOKEN-2275-2307. 2 22 227 2275 . 7. 07. 307. others possiblePage 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_new unknown
Ferrier,|||S.|||et|||al.|||2002b.|||Extended|||statistical|||approaches|||to normal hasYear noLongAuthorLine other TOKEN-Ferrier, F Fe Fer Ferr , r, er, ier, InitCap nonNum 4 no no lastName no no no TOKEN-S. S S. S. S. . S. S. S. singleCap nonNum 32 no no no no no publisherName TOKEN-to t to to to o to to to others nonNum 36 no no lastName no no publisherName xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_left xmlPara_new unknown
modelling|||spatial|||pattern|||in|||biodiversity:|||the|||north-east|||New normal noYear noLongAuthorLine other TOKEN-modelling m mo mod mode g ng ing ling others nonNum 0 no no no no no no TOKEN-spatial s sp spa spat l al ial tial others nonNum 0 no no no no no no TOKEN-New N Ne New New w ew New New InitCap nonNum 36 no no lastName no no publisherName xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_continue unknown
South|||Wales|||experience.|||II.|||Community-level|||modelling. normal noYear noLongAuthorLine period TOKEN-South S So Sou Sout h th uth outh InitCap nonNum 4 no no lastName no no no TOKEN-Wales W Wa Wal Wale s es les ales InitCap nonNum 20 no no lastName no placeName no TOKEN-modelling. m mo mod mode . g. ng. ing. others nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_continue unknown
-Biodiv.|||Conserv.|||11:|||2309-2338. normal hasYear noLongAuthorLine period TOKEN--Biodiv. - -B -Bi -Bio . v. iv. div. InitCap nonNum 0 no no no no no no TOKEN-Conserv. C Co Con Cons . v. rv. erv. InitCap nonNum 0 no no no no no no TOKEN-2309-2338. 2 23 230 2309 . 8. 38. 338. others possiblePage 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_new unknown
Fielding,|||A.|||H.|||and|||Bell,|||J.|||F.|||1997.|||A|||review|||of|||methods|||for|||the normal hasYear noLongAuthorLine other TOKEN-Fielding, F Fi Fie Fiel , g, ng, ing, InitCap nonNum 5 maleName no lastName no no no TOKEN-A. A A. A. A. . A. A. A. singleCap nonNum 32 no no no no no publisherName TOKEN-the t th the the e he the the others nonNum 32 no no no no no publisherName xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_left xmlPara_new unknown
assessment|||of|||prediction|||errors|||in|||conservation|||presence normal noYear noLongAuthorLine other TOKEN-assessment a as ass asse t nt ent ment others nonNum 0 no no no no no no TOKEN-of o of of of f of of of others nonNum 48 no no no no placeName publisherName TOKEN-presence p pr pre pres e ce nce ence others nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_right xmlPara_continue unknown
absence|||models.-Environ.|||Conserv.|||24:|||38-49. normal noYear noLongAuthorLine period TOKEN-absence a ab abs abse e ce nce ence others nonNum 0 no no no no no no TOKEN-models.-Environ. m mo mod mode . n. on. ron. others nonNum 0 no no no no no no TOKEN-38-49. 3 38 38- 38-4 . 9. 49. -49. others possiblePage 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_new unknown
Friedman,|||J.|||H.,|||Hastie,|||T.|||and|||Tibshirani,|||R.|||2000.|||Additive normal hasYear noLongAuthorLine other TOKEN-Friedman, F Fr Fri Frie , n, an, man, InitCap nonNum 4 no no lastName no no no TOKEN-J. J J. J. J. . J. J. J. singleCap nonNum 4 no no lastName no no no TOKEN-Additive A Ad Add Addi e ve ive tive InitCap nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_new unknown
logistic|||regression:|||a|||statistical|||view|||of|||boosting.-Ann. normal noYear noLongAuthorLine period TOKEN-logistic l lo log logi c ic tic stic others nonNum 0 no no no no no no TOKEN-regression: r re reg regr : n: on: ion: others nonNum 0 no no no no no no TOKEN-boosting.-Ann. b bo boo boos . n. nn. Ann. others nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_new unknown
Stat.|||28:|||337-407. normal noYear noLongAuthorLine period TOKEN-Stat. S St Sta Stat . t. at. tat. InitCap nonNum 0 no no no no no no TOKEN-28: 2 28 28: 28: : 8: 28: 28: others 2dig 0 no no no no no no TOKEN-337-407. 3 33 337 337- . 7. 07. 407. others possiblePage 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_new unknown
Funk,|||V.|||and|||Richardson,|||K.|||2002.|||Systematic|||data|||in normal hasYear noLongAuthorLine other TOKEN-Funk, F Fu Fun Funk , k, nk, unk, InitCap nonNum 4 no no lastName no no no TOKEN-V. V V. V. V. . V. V. V. singleCap nonNum 0 no no no no no no TOKEN-in i in in in n in in in others nonNum 4 no no lastName no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_new unknown
biodiversity|||studies:|||use|||it|||or|||lose|||it.-Syst.|||Biol.|||51:|||303- normal noYear noLongAuthorLine hyphen TOKEN-biodiversity b bi bio biod y ty ity sity others nonNum 0 no no no no no no TOKEN-studies: s st stu stud : s: es: ies: others nonNum 0 no no no no no no TOKEN-303- 3 30 303 303- - 3- 03- 303- others 3dig 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_new unknown
316. normal noYear noLongAuthorLine period TOKEN-316. 3 31 316 316. . 6. 16. 316. others 3dig 0 no no no no no no TOKEN-EMPTY E EM EMP EMPT Y TY PTY MPTY AllCap nonNum 0 no no no no no no TOKEN-316. 3 31 316 316. . 6. 16. 316. others 3dig 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_new unknown
Gelfand,|||A.|||E.|||et|||al.|||2006.|||Explaining|||species|||distribution normal hasYear noLongAuthorLine other TOKEN-Gelfand, G Ge Gel Gelf , d, nd, and, InitCap nonNum 4 no no lastName no no no TOKEN-A. A A. A. A. . A. A. A. singleCap nonNum 32 no no no no no publisherName TOKEN-distribution d di dis dist n on ion tion others nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_new unknown
patterns|||through|||hierarchical|||modeling.-Bayesian|||Analy- normal noYear noLongAuthorLine hyphen TOKEN-patterns p pa pat patt s ns rns erns others nonNum 0 no no no no no no TOKEN-through t th thr thro h gh ugh ough others nonNum 0 no no no no no no TOKEN-Analy- A An Ana Anal - y- ly- aly- InitCap nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_new unknown
sis|||1:|||41|||92. normal noYear noLongAuthorLine period TOKEN-sis s si sis sis s is sis sis others nonNum 4 no no lastName no no no TOKEN-1: 1 1: 1: 1: : 1: 1: 1: others 1dig 0 no no no no no no TOKEN-92. 9 92 92. 92. . 2. 92. 92. others 2dig 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_new unknown
Go´mez|||Pompa,|||A.|||and|||Nevling,|||L.|||I.|||1970.|||La|||Flora|||de normal hasYear noLongAuthorLine other TOKEN-Go´mez G Go Go´ Go´m z ez mez ´mez InitCap nonNum 4 no no lastName no no no TOKEN-Pompa, P Po Pom Pomp , a, pa, mpa, InitCap nonNum 4 no no lastName no no no TOKEN-de d de de de e de de de others nonNum 2 no femaleName no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_new unknown
Veracruz.-Anales|||del|||Inst.|||de|||Biologia|||de|||la|||UNAM,|||Bot. normal noYear noLongAuthorLine period TOKEN-Veracruz.-Anales V Ve Ver Vera s es les ales InitCap nonNum 0 no no no no no no TOKEN-del d de del del l el del del others nonNum 7 maleName femaleName lastName no no no TOKEN-Bot. B Bo Bot Bot. . t. ot. Bot. InitCap nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_new unknown
31:|||137|||171. normal noYear noLongAuthorLine period TOKEN-31: 3 31 31: 31: : 1: 31: 31: others 2dig 0 no no no no no no TOKEN-137 1 13 137 137 7 37 137 137 others 3dig 0 no no no no no no TOKEN-171. 1 17 171 171. . 1. 71. 171. others 3dig 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_new unknown
Goolsby,|||J.|||A.|||2004.|||Potential|||distribution|||of|||the|||invasive|||old normal hasYear noLongAuthorLine other TOKEN-Goolsby, G Go Goo Gool , y, by, sby, InitCap nonNum 4 no no lastName no no no TOKEN-J. J J. J. J. . J. J. J. singleCap nonNum 4 no no lastName no no no TOKEN-old o ol old old d ld old old others nonNum 4 no no lastName no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_left xmlPara_new unknown
world|||climbing,|||fern,Lygodium|||microphyllumin|||north|||and normal noYear noLongAuthorLine other TOKEN-world w wo wor worl d ld rld orld others nonNum 36 no no lastName no no publisherName TOKEN-climbing, c cl cli clim , g, ng, ing, others nonNum 0 no no no no no no TOKEN-and a an and and d nd and and others nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_right xmlPara_continue unknown
south|||America.-Nat.|||Areas|||J.|||24:|||351-353. normal noYear noLongAuthorLine period TOKEN-south s so sou sout h th uth outh others nonNum 4 no no lastName no no no TOKEN-America.-Nat. A Am Ame Amer . t. at. Nat. InitCap nonNum 0 no no no no no no TOKEN-351-353. 3 35 351 351- . 3. 53. 353. others possiblePage 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_new unknown
Graham,|||C.|||H.|||et|||al.|||2004a.|||New|||developments|||in|||museum- normal hasYear noLongAuthorLine hyphen TOKEN-Graham, G Gr Gra Grah , m, am, ham, InitCap nonNum 21 maleName no lastName no placeName no TOKEN-C. C C. C. C. . C. C. C. singleCap nonNum 0 no no no no no no TOKEN-museum- m mu mus muse - m- um- eum- others nonNum 32 no no no no no publisherName xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_left xmlPara_new unknown
based|||informatics|||and|||applications|||in|||biodiversity|||analysis. normal noYear noLongAuthorLine period TOKEN-based b ba bas base d ed sed ased others nonNum 0 no no no no no no TOKEN-informatics i in inf info s cs ics tics others nonNum 0 no no no no no no TOKEN-analysis. a an ana anal . s. is. sis. others nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_right xmlPara_continue unknown
-Trends|||Ecol.|||Evol.|||19:|||497-503. normal noYear noLongAuthorLine period TOKEN--Trends - -T -Tr -Tre s ds nds ends InitCap nonNum 0 no no no no no no TOKEN-Ecol. E Ec Eco Ecol . l. ol. col. InitCap nonNum 0 no no no no no no TOKEN-497-503. 4 49 497 497- . 3. 03. 503. others possiblePage 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_new unknown
Graham,|||C.|||H.|||et|||al.|||2004b.|||Integrating|||phylogenetics|||and normal hasYear noLongAuthorLine other TOKEN-Graham, G Gr Gra Grah , m, am, ham, InitCap nonNum 21 maleName no lastName no placeName no TOKEN-C. C C. C. C. . C. C. C. singleCap nonNum 0 no no no no no no TOKEN-and a an and and d nd and and others nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_left xmlPara_new unknown
environmental|||niche|||models|||to|||explore|||speciation|||mechan- normal noYear noLongAuthorLine hyphen TOKEN-environmental e en env envi l al tal ntal others nonNum 0 no no no no no no TOKEN-niche n ni nic nich e he che iche others nonNum 0 no no no no no no TOKEN-mechan- m me mec mech - n- an- han- others nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_right xmlPara_continue unknown
isms|||in|||dendrobatid|||frogs.-Evolution|||58:|||1781-1793. normal hasYear noLongAuthorLine period TOKEN-isms i is ism isms s ms sms isms others nonNum 0 no no no no no no TOKEN-in i in in in n in in in others nonNum 4 no no lastName no no no TOKEN-1781-1793. 1 17 178 1781 . 3. 93. 793. others possiblePage 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_new unknown
Graham,|||C.|||H.,|||Moritz,|||C.|||and|||Williams,|||S.|||E.|||2006.|||Habitat normal hasYear noLongAuthorLine other TOKEN-Graham, G Gr Gra Grah , m, am, ham, InitCap nonNum 21 maleName no lastName no placeName no TOKEN-C. C C. C. C. . C. C. C. singleCap nonNum 0 no no no no no no TOKEN-Habitat H Ha Hab Habi t at tat itat InitCap nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_left xmlPara_continue unknown
history|||improves|||prediction|||of|||biodiversity|||in|||a|||rainforest normal noYear noLongAuthorLine other TOKEN-history h hi his hist y ry ory tory others nonNum 0 no no no no no no TOKEN-improves i im imp impr s es ves oves others nonNum 0 no no no no no no TOKEN-rainforest r ra rai rain t st est rest others nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_continue unknown
fauna.-Proc.|||Natl.|||Acad.|||Sci.|||USA|||103:|||632-636. normal noYear noLongAuthorLine period TOKEN-fauna.-Proc. f fa fau faun . c. oc. roc. others nonNum 0 no no no no no no TOKEN-Natl. N Na Nat Natl . l. tl. atl. InitCap nonNum 0 no no no no no no TOKEN-632-636. 6 63 632 632- . 6. 36. 636. others possiblePage 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_new unknown
Guisan,|||A.|||and|||Zimmerman,|||N.|||E.|||2000.|||Predictive|||habitat normal hasYear noLongAuthorLine other TOKEN-Guisan, G Gu Gui Guis , n, an, san, InitCap nonNum 0 no no no no no no TOKEN-A. A A. A. A. . A. A. A. singleCap nonNum 32 no no no no no publisherName TOKEN-habitat h ha hab habi t at tat itat others nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_new unknown
distribution|||models|||in|||ecology.-Ecol.|||Modell.|||135:|||147- normal noYear noLongAuthorLine hyphen TOKEN-distribution d di dis dist n on ion tion others nonNum 0 no no no no no no TOKEN-models m mo mod mode s ls els dels others nonNum 0 no no no no no no TOKEN-147- 1 14 147 147- - 7- 47- 147- others 3dig 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_new unknown
186. normal noYear noLongAuthorLine period TOKEN-186. 1 18 186 186. . 6. 86. 186. others 3dig 0 no no no no no no TOKEN-EMPTY E EM EMP EMPT Y TY PTY MPTY AllCap nonNum 0 no no no no no no TOKEN-186. 1 18 186 186. . 6. 86. 186. others 3dig 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_new unknown
Guisan,|||A.|||and|||Hofer,|||U.|||2003.|||Predicting|||reptile|||distributions normal hasYear noLongAuthorLine other TOKEN-Guisan, G Gu Gui Guis , n, an, san, InitCap nonNum 0 no no no no no no TOKEN-A. A A. A. A. . A. A. A. singleCap nonNum 32 no no no no no publisherName TOKEN-distributions d di dis dist s ns ons ions others nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_new unknown
at|||the|||mesoscale:|||relation|||to|||climate|||and|||topography.-J. normal noYear noLongAuthorLine period TOKEN-at a at at at t at at at others nonNum 0 no no no no no no TOKEN-the t th the the e he the the others nonNum 32 no no no no no publisherName TOKEN-topography.-J. t to top topo . J. -J. .-J. others nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_new unknown
Biogeogr.|||30:|||1233-1243. normal hasYear noLongAuthorLine period TOKEN-Biogeogr. B Bi Bio Biog . r. gr. ogr. InitCap nonNum 0 no no no no no no TOKEN-30: 3 30 30: 30: : 0: 30: 30: others 2dig 0 no no no no no no TOKEN-1233-1243. 1 12 123 1233 . 3. 43. 243. others possiblePage 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_new unknown
Guisan,|||A.|||and|||Thuiller,|||W.|||2005.|||Predicting|||species|||distribu- normal hasYear noLongAuthorLine hyphen TOKEN-Guisan, G Gu Gui Guis , n, an, san, InitCap nonNum 0 no no no no no no TOKEN-A. A A. A. A. . A. A. A. singleCap nonNum 32 no no no no no publisherName TOKEN-distribu- d di dis dist - u- bu- ibu- others nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_new unknown
