Robert|||I.|||Damper,|||Yannick|||Marchand,|||John-David|||S. normal noYear noLongAuthorLine period TOKEN-Robert R Ro Rob Robe t rt ert bert InitCap nonNum 5 maleName no lastName no no no TOKEN-I. I I. I. I. . I. I. I. singleCap nonNum 0 no no no no no no TOKEN-S. S S. S. S. . S. S. S. singleCap nonNum 32 no no no no no publisherName xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_left xmlPara_new unknown
Marsters,|||and|||Alexander|||I.|||Bazin.|||2005.|||Align- normal hasYear noLongAuthorLine hyphen TOKEN-Marsters, M Ma Mar Mars , s, rs, ers, InitCap nonNum 4 no no lastName no no no TOKEN-and a an and and d nd and and others nonNum 0 no no no no no no TOKEN-Align- A Al Ali Alig - n- gn- ign- InitCap nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_right xmlPara_continue unknown
ing|||text|||and|||phonemes|||for|||speech|||technology|||appli- normal noYear noLongAuthorLine hyphen TOKEN-ing i in ing ing g ng ing ing others nonNum 4 no no lastName no no no TOKEN-text t te tex text t xt ext text others nonNum 0 no no no no no no TOKEN-appli- a ap app appl - i- li- pli- others nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_right xmlPara_continue unknown
cations|||using|||an|||EM-like|||algorithm.International normal noYear noLongAuthorLine other TOKEN-cations c ca cat cati s ns ons ions others nonNum 0 no no no no no no TOKEN-using u us usi usin g ng ing sing others nonNum 0 no no no no no no TOKEN-algorithm.International a al alg algo l al nal onal others nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_right xmlPara_continue unknown
Journal|||of|||Speech|||Technology,8(2):147–160. normal noYear noLongAuthorLine period TOKEN-Journal J Jo Jou Jour l al nal rnal InitCap nonNum 0 no no no no no no TOKEN-of o of of of f of of of others nonNum 48 no no no no placeName publisherName TOKEN-Technology,8(2):147–160. T Te Tec Tech . 0. 60. 160. InitCap possibleVol 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_yes xmlFontSize_normal xmlBeginLine_right xmlPara_continue unknown
Marelie|||Davel|||and|||Etienne|||Barnard.|||2004.|||The|||effi- normal hasYear noLongAuthorLine hyphen TOKEN-Marelie M Ma Mar Mare e ie lie elie InitCap nonNum 0 no no no no no no TOKEN-Davel D Da Dav Dave l el vel avel InitCap nonNum 4 no no lastName no no no TOKEN-effi- e ef eff effi - i- fi- ffi- others nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_left xmlPara_new unknown
cient|||generation|||of|||pronunciation|||dictionaries:|||Hu- normal noYear noLongAuthorLine hyphen TOKEN-cient c ci cie cien t nt ent ient others nonNum 0 no no no no no no TOKEN-generation g ge gen gene n on ion tion others nonNum 0 no no no no no no TOKEN-Hu- H Hu Hu- Hu- - u- Hu- Hu- InitCap nonNum 4 no no lastName no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_right xmlPara_continue unknown
man|||factors|||during|||bootstrapping.|||InProc.|||Interna- normal noYear noLongAuthorLine hyphen TOKEN-man m ma man man n an man man others nonNum 21 maleName no lastName no placeName no TOKEN-factors f fa fac fact s rs ors tors others nonNum 0 no no no no no no TOKEN-Interna- I In Int Inte - a- na- rna- InitCap nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_right xmlPara_continue unknown
tional|||Conference|||on|||Spoken|||Language|||Processing, normal noYear noLongAuthorLine comma TOKEN-tional t ti tio tion l al nal onal others nonNum 0 no no no no no no TOKEN-Conference C Co Con Conf e ce nce ence InitCap nonNum 0 no no no no no no TOKEN-Processing, P Pr Pro Proc , g, ng, ing, InitCap nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_yes xmlFontSize_normal xmlBeginLine_right xmlPara_continue unknown
pages|||2797–2800. short hasYear noLongAuthorLine period TOKEN-pages p pa pag page s es ges ages others nonNum 4 no no lastName no no no TOKEN-2797–2800. 2 27 279 2797 . 0. 00. 800. others 4+dig 0 no no no no no no TOKEN-2797–2800. 2 27 279 2797 . 0. 00. 800. others 4+dig 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_right xmlPara_continue unknown
Vera|||Demberg,|||Helmut|||Schmid,|||and|||Gregor|||Möhler. normal noYear noLongAuthorLine period TOKEN-Vera V Ve Ver Vera a ra era Vera InitCap nonNum 22 no femaleName lastName no placeName no TOKEN-Demberg, D De Dem Demb , g, rg, erg, InitCap nonNum 0 no no no no no no TOKEN-Möhler. M Mö Möh Möhl . r. er. ler. InitCap nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_left xmlPara_new unknown
2007.|||Phonological|||constraints|||and|||morphologi- normal hasYear noLongAuthorLine hyphen TOKEN-2007. 2 20 200 2007 . 7. 07. 007. others year 0 no no no no no no TOKEN-Phonological P Ph Pho Phon l al cal ical InitCap nonNum 0 no no no no no no TOKEN-morphologi- m mo mor morp - i- gi- ogi- others nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_right xmlPara_continue unknown
cal|||preprocessing|||for|||grapheme-to-phoneme|||conver- normal noYear noLongAuthorLine hyphen TOKEN-cal c ca cal cal l al cal cal others nonNum 7 maleName femaleName lastName no no no TOKEN-preprocessing p pr pre prep g ng ing sing others nonNum 0 no no no no no no TOKEN-conver- c co con conv - r- er- ver- others nonNum 4 no no lastName no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_right xmlPara_continue unknown
sion.|||InProc.|||ACL,pages|||96–103. short noYear noLongAuthorLine period TOKEN-sion. s si sio sion . n. on. ion. others nonNum 16 no no no no placeName no TOKEN-InProc. I In InP InPr . c. oc. roc. InitCap nonNum 0 no no no no no no TOKEN-96–103. 9 96 96– 96–1 . 3. 03. 103. others 4+dig 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_right xmlPara_continue unknown
Kenneth|||Dwyer|||and|||Robert|||Holte.|||2007.|||Decision|||tree normal hasYear noLongAuthorLine other TOKEN-Kenneth K Ke Ken Kenn h th eth neth InitCap nonNum 5 maleName no lastName no no no TOKEN-Dwyer D Dw Dwy Dwye r er yer wyer InitCap nonNum 4 no no lastName no no no TOKEN-tree t tr tre tree e ee ree tree others nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_left xmlPara_new unknown
instability|||and|||active|||learning.|||InProc.|||European normal noYear noLongAuthorLine other TOKEN-instability i in ins inst y ty ity lity others nonNum 0 no no no no no no TOKEN-and a an and and d nd and and others nonNum 0 no no no no no no TOKEN-European E Eu Eur Euro n an ean pean InitCap nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_right xmlPara_continue unknown
Conference|||on|||Machine|||Learning,pages|||128–139. normal noYear noLongAuthorLine period TOKEN-Conference C Co Con Conf e ce nce ence InitCap nonNum 0 no no no no no no TOKEN-on o on on on n on on on others nonNum 4 no no lastName no no no TOKEN-128–139. 1 12 128 128– . 9. 39. 139. others 4+dig 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_yes xmlFontSize_normal xmlBeginLine_right xmlPara_continue unknown
Yoav|||Freund,|||H.|||Sebastian|||Seung,|||Eli|||Shamir,|||and|||Naf- normal noYear isLongAuthorLine hyphen TOKEN-Yoav Y Yo Yoa Yoav v av oav Yoav InitCap nonNum 0 no no no no no no TOKEN-Freund, F Fr Fre Freu , d, nd, und, InitCap nonNum 4 no no lastName no no no TOKEN-Naf- N Na Naf Naf- - f- af- Naf- InitCap nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_left xmlPara_new unknown
tali|||Tishby.|||1997.|||Selective|||sampling|||using|||the normal hasYear noLongAuthorLine other TOKEN-tali t ta tal tali i li ali tali others nonNum 16 no no no no placeName no TOKEN-Tishby. T Ti Tis Tish . y. by. hby. InitCap nonNum 0 no no no no no no TOKEN-the t th the the e he the the others nonNum 32 no no no no no publisherName xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_right xmlPara_continue unknown
query|||by|||committee|||algorithm.Machine|||Learning, normal noYear noLongAuthorLine comma TOKEN-query q qu que quer y ry ery uery others nonNum 4 no no lastName no no no TOKEN-by b by by by y by by by others nonNum 0 no no no no no no TOKEN-Learning, L Le Lea Lear , g, ng, ing, InitCap nonNum 32 no no no no no publisherName xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_right xmlPara_continue unknown
28(2-3):133–168. short noYear noLongAuthorLine period TOKEN-28(2-3):133–168. 2 28 28( 28(2 . 8. 68. 168. others possiblePage 0 no no no no no no TOKEN-EMPTY E EM EMP EMPT Y TY PTY MPTY AllCap nonNum 0 no no no no no no TOKEN-28(2-3):133–168. 2 28 28( 28(2 . 8. 68. 168. others possiblePage 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_right xmlPara_continue unknown
Diana|||Inkpen,|||Raphaëlle|||Martin,|||and|||Alain normal noYear noLongAuthorLine other TOKEN-Diana D Di Dia Dian a na ana iana InitCap nonNum 6 no femaleName lastName no no no TOKEN-Inkpen, I In Ink Inkp , n, en, pen, InitCap nonNum 0 no no no no no no TOKEN-Alain A Al Ala Alai n in ain lain InitCap nonNum 1 maleName no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_left xmlPara_new unknown
Desrochers.|||2007.|||Graphon:|||un|||outil|||pour normal hasYear noLongAuthorLine other TOKEN-Desrochers. D De Des Desr . s. rs. ers. InitCap nonNum 4 no no lastName no no no TOKEN-2007. 2 20 200 2007 . 7. 07. 007. others year 0 no no no no no no TOKEN-pour p po pou pour r ur our pour others nonNum 4 no no lastName no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_continue unknown
la|||transcription|||phonétique|||des|||mots|||français. normal noYear noLongAuthorLine period TOKEN-la l la la la a la la la others nonNum 4 no no lastName no no no TOKEN-transcription t tr tra tran n on ion tion others nonNum 0 no no no no no no TOKEN-français. f fr fra fran . s. is. ais. others nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_continue unknown
Unpublished|||manuscript. short noYear noLongAuthorLine period TOKEN-Unpublished U Un Unp Unpu d ed hed shed InitCap nonNum 0 no no no no no no TOKEN-manuscript. m ma man manu . t. pt. ipt. others nonNum 0 no no no no no no TOKEN-manuscript. m ma man manu . t. pt. ipt. others nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_continue unknown
International|||Phonetic|||Association.|||1999.Handbook normal hasYear noLongAuthorLine other TOKEN-International I In Int Inte l al nal onal InitCap nonNum 32 no no no no no publisherName TOKEN-Phonetic P Ph Pho Phon c ic tic etic InitCap nonNum 0 no no no no no no TOKEN-1999.Handbook 1 19 199 1999 k ok ook book others hasDig 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_left xmlPara_new unknown
of|||the|||International|||Phonetic|||Association:|||A|||Guide normal noYear noLongAuthorLine other TOKEN-of o of of of f of of of others nonNum 48 no no no no placeName publisherName TOKEN-the t th the the e he the the others nonNum 32 no no no no no publisherName TOKEN-Guide G Gu Gui Guid e de ide uide InitCap nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_yes xmlFontSize_normal xmlBeginLine_normal xmlPara_continue unknown
to|||the|||Use|||of|||the|||International|||Phonetic|||Alphabet. normal noYear noLongAuthorLine period TOKEN-to t to to to o to to to others nonNum 36 no no lastName no no publisherName TOKEN-the t th the the e he the the others nonNum 32 no no no no no publisherName TOKEN-Alphabet. A Al Alp Alph . t. et. bet. InitCap nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_yes xmlFontSize_normal xmlBeginLine_normal xmlPara_continue unknown
Cambridge|||University|||Press. short noYear noLongAuthorLine period TOKEN-Cambridge C Ca Cam Camb e ge dge idge InitCap nonNum 20 no no lastName no placeName no TOKEN-University U Un Uni Univ y ty ity sity InitCap nonNum 48 no no no no placeName publisherName TOKEN-Press. P Pr Pre Pres . s. ss. ess. InitCap nonNum 36 no no lastName no no publisherName xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_continue unknown
Sittichai|||Jiampojamarn,|||Colin|||Cherry,|||and|||Grzegorz normal noYear noLongAuthorLine other TOKEN-Sittichai S Si Sit Sitt i ai hai chai InitCap nonNum 0 no no no no no no TOKEN-Jiampojamarn, J Ji Jia Jiam , n, rn, arn, InitCap nonNum 0 no no no no no no TOKEN-Grzegorz G Gr Grz Grze z rz orz gorz InitCap nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_left xmlPara_new unknown
Kondrak.|||2008.|||Joint|||processing|||and|||discriminative normal hasYear noLongAuthorLine other TOKEN-Kondrak. K Ko Kon Kond . k. ak. rak. InitCap nonNum 0 no no no no no no TOKEN-2008. 2 20 200 2008 . 8. 08. 008. others year 0 no no no no no no TOKEN-discriminative d di dis disc e ve ive tive others nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_continue unknown
training|||for|||letter-to-phoneme|||conversion.|||InProc. normal noYear noLongAuthorLine period TOKEN-training t tr tra trai g ng ing ning others nonNum 0 no no no no no no TOKEN-for f fo for for r or for for others nonNum 32 no no no no no publisherName TOKEN-InProc. I In InP InPr . c. oc. roc. InitCap nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_continue unknown
ACL,pages|||905–913. short noYear noLongAuthorLine period TOKEN-ACL,pages A AC ACL ACL, s es ges ages others nonNum 0 no no no no no no TOKEN-905–913. 9 90 905 905– . 3. 13. 913. others 4+dig 0 no no no no no no TOKEN-905–913. 9 90 905 905– . 3. 13. 913. others 4+dig 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_yes xmlFontSize_normal xmlBeginLine_normal xmlPara_continue unknown
Sittichai|||Jiampojamarn,|||Aditya|||Bhargava,|||Qing|||Dou, normal noYear isLongAuthorLine comma TOKEN-Sittichai S Si Sit Sitt i ai hai chai InitCap nonNum 0 no no no no no no TOKEN-Jiampojamarn, J Ji Jia Jiam , n, rn, arn, InitCap nonNum 0 no no no no no no TOKEN-Dou, D Do Dou Dou, , u, ou, Dou, InitCap nonNum 4 no no lastName no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_left xmlPara_new unknown
Kenneth|||Dwyer,|||and|||Grzegorz|||Kondrak.|||2009.|||Di- normal hasYear noLongAuthorLine hyphen TOKEN-Kenneth K Ke Ken Kenn h th eth neth InitCap nonNum 5 maleName no lastName no no no TOKEN-Dwyer, D Dw Dwy Dwye , r, er, yer, InitCap nonNum 4 no no lastName no no no TOKEN-Di- D Di Di- Di- - i- Di- Di- InitCap nonNum 6 no femaleName lastName no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_continue unknown
recTL:|||a|||language-independent|||approach|||to|||translit- normal noYear noLongAuthorLine hyphen TOKEN-recTL: r re rec recT : L: TL: cTL: others nonNum 0 no no no no no no TOKEN-a a a a a a a a a others nonNum 32 no no no no no publisherName TOKEN-translit- t tr tra tran - t- it- lit- others nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_continue unknown
eration.|||InNamed|||Entities|||Workshop|||(NEWS): normal noYear noLongAuthorLine colon TOKEN-eration. e er era erat . n. on. ion. others nonNum 0 no no no no no no TOKEN-InNamed I In InN InNa d ed med amed InitCap nonNum 0 no no no no no no TOKEN-(NEWS): ( (N (NE (NEW : ): S): WS): AllCap nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_continue unknown
Shared|||Task|||on|||Transliteration.Submitted. normal noYear noLongAuthorLine period TOKEN-Shared S Sh Sha Shar d ed red ared InitCap nonNum 0 no no no no no no TOKEN-Task T Ta Tas Task k sk ask Task InitCap nonNum 0 no no no no no no TOKEN-Transliteration.Submitted. T Tr Tra Tran . d. ed. ted. InitCap nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_yes xmlFontSize_normal xmlBeginLine_normal xmlPara_continue unknown
Anne|||K.|||Kienappel|||and|||Reinhard|||Kneser.|||2001.|||De- normal hasYear noLongAuthorLine hyphen TOKEN-Anne A An Ann Anne e ne nne Anne InitCap nonNum 6 no femaleName lastName no no no TOKEN-K. K K. K. K. . K. K. K. singleCap nonNum 0 no no no no no no TOKEN-De- D De De- De- - e- De- De- InitCap nonNum 2 no femaleName no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_left xmlPara_new unknown
signing|||very|||compact|||decision|||trees|||for|||grapheme- normal noYear noLongAuthorLine hyphen TOKEN-signing s si sig sign g ng ing ning others nonNum 0 no no no no no no TOKEN-very v ve ver very y ry ery very others nonNum 0 no no no no no no TOKEN-grapheme- g gr gra grap - e- me- eme- others nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_continue unknown
to-phoneme|||transcription.|||InProc.|||European|||Con- normal noYear noLongAuthorLine hyphen TOKEN-to-phoneme t to to- to-p e me eme neme others nonNum 0 no no no no no no TOKEN-transcription. t tr tra tran . n. on. ion. others nonNum 0 no no no no no no TOKEN-Con- C Co Con Con- - n- on- Con- InitCap nonNum 3 maleName femaleName no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_continue unknown
ference|||on|||Speech|||Communication|||and|||Technology, normal noYear noLongAuthorLine comma TOKEN-ference f fe fer fere e ce nce ence others nonNum 4 no no lastName no no no TOKEN-on o on on on n on on on others nonNum 4 no no lastName no no no TOKEN-Technology, T Te Tec Tech , y, gy, ogy, InitCap nonNum 32 no no no no no publisherName xmlBullet_no xmlBold_no xmlItalic_yes xmlFontSize_normal xmlBeginLine_normal xmlPara_continue unknown
pages|||1911–1914. short hasYear noLongAuthorLine period TOKEN-pages p pa pag page s es ges ages others nonNum 4 no no lastName no no no TOKEN-1911–1914. 1 19 191 1911 . 4. 14. 914. others 4+dig 0 no no no no no no TOKEN-1911–1914. 1 19 191 1911 . 4. 14. 914. others 4+dig 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_continue unknown
John|||Kominek|||and|||Alan|||W.|||Black.|||2006.|||Learn- normal hasYear noLongAuthorLine hyphen TOKEN-John J Jo Joh John n hn ohn John InitCap nonNum 53 maleName no lastName no placeName publisherName TOKEN-Kominek K Ko Kom Komi k ek nek inek InitCap nonNum 4 no no lastName no no no TOKEN-Learn- L Le Lea Lear - n- rn- arn- InitCap nonNum 4 no no lastName no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_left xmlPara_new unknown
ing|||pronunciation|||dictionaries:|||Language|||complex- normal noYear noLongAuthorLine hyphen TOKEN-ing i in ing ing g ng ing ing others nonNum 4 no no lastName no no no TOKEN-pronunciation p pr pro pron n on ion tion others nonNum 0 no no no no no no TOKEN-complex- c co com comp - x- ex- lex- others nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_continue unknown
ity|||and|||word|||selection|||strategies.|||InProc.|||HLT- normal noYear noLongAuthorLine hyphen TOKEN-ity i it ity ity y ty ity ity others nonNum 0 no no no no no no TOKEN-and a an and and d nd and and others nonNum 0 no no no no no no TOKEN-HLT- H HL HLT HLT- - T- LT- HLT- AllCap nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_continue unknown
NAACL,pages|||232–239. short noYear noLongAuthorLine period TOKEN-NAACL,pages N NA NAA NAAC s es ges ages others nonNum 0 no no no no no no TOKEN-232–239. 2 23 232 232– . 9. 39. 239. others 4+dig 0 no no no no no no TOKEN-232–239. 2 23 232 232– . 9. 39. 239. others 4+dig 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_yes xmlFontSize_normal xmlBeginLine_normal xmlPara_continue unknown
Grzegorz|||Kondrak.|||2000.|||A|||new|||algorithm|||for|||the normal hasYear noLongAuthorLine other TOKEN-Grzegorz G Gr Grz Grze z rz orz gorz InitCap nonNum 0 no no no no no no TOKEN-Kondrak. K Ko Kon Kond . k. ak. rak. InitCap nonNum 0 no no no no no no TOKEN-the t th the the e he the the others nonNum 32 no no no no no publisherName xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_left xmlPara_new unknown
alignment|||of|||phonetic|||sequences.|||InProc.|||NAACL, normal noYear noLongAuthorLine comma TOKEN-alignment a al ali alig t nt ent ment others nonNum 0 no no no no no no TOKEN-of o of of of f of of of others nonNum 48 no no no no placeName publisherName TOKEN-NAACL, N NA NAA NAAC , L, CL, ACL, AllCap nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_continue unknown
pages|||288–295. short noYear noLongAuthorLine period TOKEN-pages p pa pag page s es ges ages others nonNum 4 no no lastName no no no TOKEN-288–295. 2 28 288 288– . 5. 95. 295. others 4+dig 0 no no no no no no TOKEN-288–295. 2 28 288 288– . 5. 95. 295. others 4+dig 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_continue unknown
Christopher|||D.|||Manning|||and|||Hinrich|||Schütze.|||1999. normal hasYear noLongAuthorLine period TOKEN-Christopher C Ch Chr Chri r er her pher InitCap nonNum 5 maleName no lastName no no no TOKEN-D. D D. D. D. . D. D. D. singleCap nonNum 0 no no no no no no TOKEN-1999. 1 19 199 1999 . 9. 99. 999. others year 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_left xmlPara_new unknown
Foundations|||of|||Statistical|||Natural|||Language|||Pro- normal noYear noLongAuthorLine hyphen TOKEN-Foundations F Fo Fou Foun s ns ons ions InitCap nonNum 0 no no no no no no TOKEN-of o of of of f of of of others nonNum 48 no no no no placeName publisherName TOKEN-Pro- P Pr Pro Pro- - o- ro- Pro- InitCap nonNum 4 no no lastName no no no xmlBullet_no xmlBold_no xmlItalic_yes xmlFontSize_normal xmlBeginLine_normal xmlPara_continue unknown
cessing.MIT|||Press. short noYear noLongAuthorLine period TOKEN-cessing.MIT c ce ces cess T IT MIT .MIT others nonNum 0 no no no no no no TOKEN-Press. P Pr Pre Pres . s. ss. ess. InitCap nonNum 36 no no lastName no no publisherName TOKEN-Press. P Pr Pre Pres . s. ss. ess. InitCap nonNum 36 no no lastName no no publisherName xmlBullet_no xmlBold_no xmlItalic_yes xmlFontSize_normal xmlBeginLine_normal xmlPara_continue unknown
Sameer|||R.|||Maskey,|||Alan|||W.|||Black,|||and|||Laura|||M. normal noYear noLongAuthorLine period TOKEN-Sameer S Sa Sam Same r er eer meer InitCap nonNum 0 no no no no no no TOKEN-R. R R. R. R. . R. R. R. singleCap nonNum 0 no no no no no no TOKEN-M. M M. M. M. . M. M. M. singleCap nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_left xmlPara_new unknown
Tomokiya.|||2004.|||Boostrapping|||phonetic|||lexicons normal hasYear noLongAuthorLine other TOKEN-Tomokiya. T To Tom Tomo . a. ya. iya. InitCap nonNum 0 no no no no no no TOKEN-2004. 2 20 200 2004 . 4. 04. 004. others year 0 no no no no no no TOKEN-lexicons l le lex lexi s ns ons cons others nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_continue unknown
for|||new|||languages.|||InProc.|||International|||Confer- normal noYear noLongAuthorLine hyphen TOKEN-for f fo for for r or for for others nonNum 32 no no no no no publisherName TOKEN-new n ne new new w ew new new others nonNum 36 no no lastName no no publisherName TOKEN-Confer- C Co Con Conf - r- er- fer- InitCap nonNum 4 no no lastName no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_continue unknown
ence|||on|||Spoken|||Language|||Processing,pages|||69–72. normal noYear noLongAuthorLine period TOKEN-ence e en enc ence e ce nce ence others nonNum 4 no no lastName no no no TOKEN-on o on on on n on on on others nonNum 4 no no lastName no no no TOKEN-69–72. 6 69 69– 69–7 . 2. 72. –72. others 4+dig 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_yes xmlFontSize_normal xmlBeginLine_normal xmlPara_continue unknown
Scott|||Miller,|||Jethran|||Guinness,|||and|||Alex|||Zamanian. normal noYear noLongAuthorLine period TOKEN-Scott S Sc Sco Scot t tt ott cott InitCap nonNum 21 maleName no lastName no placeName no TOKEN-Miller, M Mi Mil Mill , r, er, ler, InitCap nonNum 5 maleName no lastName no no no TOKEN-Zamanian. Z Za Zam Zama . n. an. ian. InitCap nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_left xmlPara_new unknown
2004.|||Name|||tagging|||with|||word|||clusters|||and|||dis- normal hasYear noLongAuthorLine hyphen TOKEN-2004. 2 20 200 2004 . 4. 04. 004. others year 0 no no no no no no TOKEN-Name N Na Nam Name e me ame Name InitCap nonNum 0 no no no no no no TOKEN-dis- d di dis dis- - s- is- dis- others nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_continue unknown
criminative|||training.|||InProc.|||HLT-NAACL,pages normal noYear noLongAuthorLine other TOKEN-criminative c cr cri crim e ve ive tive others nonNum 0 no no no no no no TOKEN-training. t tr tra trai . g. ng. ing. others nonNum 0 no no no no no no TOKEN-HLT-NAACL,pages H HL HLT HLT- s es ges ages others nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_continue unknown
337–342. short noYear noLongAuthorLine period TOKEN-337–342. 3 33 337 337– . 2. 42. 342. others 4+dig 0 no no no no no no TOKEN-EMPTY E EM EMP EMPT Y TY PTY MPTY AllCap nonNum 0 no no no no no no TOKEN-337–342. 3 33 337 337– . 2. 42. 342. others 4+dig 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_continue unknown
Andrew|||I.|||Schein|||and|||Lyle|||H.|||Ungar.|||2007.|||Active normal hasYear noLongAuthorLine other TOKEN-Andrew A An And Andr w ew rew drew InitCap nonNum 5 maleName no lastName no no no TOKEN-I. I I. I. I. . I. I. I. singleCap nonNum 0 no no no no no no TOKEN-Active A Ac Act Acti e ve ive tive InitCap nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_left xmlPara_new unknown
