"minisatellite"|||regions|||in|||human|||DNA.|||Nature|||314:|||67-73. normal noYear noLongAuthorLine period TOKEN-"minisatellite" " "m "mi "min " e" te" ite" others nonNum 0 no no no no no no TOKEN-regions r re reg regi s ns ons ions others nonNum 0 no no no no no no TOKEN-67-73. 6 67 67- 67-7 . 3. 73. -73. others possiblePage 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_right xmlPara_continue unknown
JONGENEEL,|||C.|||V.,|||L.|||BRIANT,|||I.|||A.|||UDALOVA,|||A.|||SEVIN,|||S.|||A. normal noYear isLongAuthorLine period TOKEN-JONGENEEL, J JO JON JONG , L, EL, EEL, AllCap nonNum 0 no no no no no no TOKEN-C. C C. C. C. . C. C. C. singleCap nonNum 0 no no no no no no TOKEN-A. A A. A. A. . A. A. A. singleCap nonNum 32 no no no no no publisherName xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_left xmlPara_new unknown
NEDOSPASOV|||and|||A.|||CAMBON-THOMSEN,|||1991|||Extensive|||ge- normal hasYear noLongAuthorLine hyphen TOKEN-NEDOSPASOV N NE NED NEDO V OV SOV ASOV AllCap nonNum 0 no no no no no no TOKEN-and a an and and d nd and and others nonNum 0 no no no no no no TOKEN-ge- g ge ge- ge- - e- ge- ge- others nonNum 4 no no lastName no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_right xmlPara_continue unknown
netic|||polymorphism|||in|||the|||human|||tumor|||necrosis|||factor|||region normal noYear noLongAuthorLine other TOKEN-netic n ne net neti c ic tic etic others nonNum 0 no no no no no no TOKEN-polymorphism p po pol poly m sm ism hism others nonNum 0 no no no no no no TOKEN-region r re reg regi n on ion gion others nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_right xmlPara_continue unknown
and|||relation|||to|||extended|||HLA|||haplotypes.|||Proc.|||Natl.|||Acad. normal noYear noLongAuthorLine period TOKEN-and a an and and d nd and and others nonNum 0 no no no no no no TOKEN-relation r re rel rela n on ion tion others nonNum 0 no no no no no no TOKEN-Acad. A Ac Aca Acad . d. ad. cad. InitCap nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_right xmlPara_continue unknown
Sci.|||USA|||88:|||9717-9721. short noYear noLongAuthorLine period TOKEN-Sci. S Sc Sci Sci. . i. ci. Sci. InitCap nonNum 0 no no no no no no TOKEN-USA U US USA USA A SA USA USA AllCap nonNum 48 no no no no placeName publisherName TOKEN-9717-9721. 9 97 971 9717 . 1. 21. 721. others possiblePage 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_right xmlPara_continue unknown
KimuizA,|||M.,|||and|||J.|||F.|||CROW,|||1964|||The|||number|||of|||alleles|||that normal hasYear noLongAuthorLine other TOKEN-KimuizA, K Ki Kim Kimu , A, zA, izA, InitCap nonNum 0 no no no no no no TOKEN-M., M M. M., M., , ., M., M., singleCap nonNum 0 no no no no no no TOKEN-that t th tha that t at hat that others nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_left xmlPara_new unknown
can|||be|||maintained|||in|||a|||finite|||population.|||Genetics|||49:|||725- normal noYear noLongAuthorLine hyphen TOKEN-can c ca can can n an can can others nonNum 4 no no lastName no no no TOKEN-be b be be be e be be be others nonNum 4 no no lastName no no no TOKEN-725- 7 72 725 725- - 5- 25- 725- others 3dig 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_right xmlPara_continue unknown
738. short noYear noLongAuthorLine period TOKEN-738. 7 73 738 738. . 8. 38. 738. others 3dig 0 no no no no no no TOKEN-EMPTY E EM EMP EMPT Y TY PTY MPTY AllCap nonNum 0 no no no no no no TOKEN-738. 7 73 738 738. . 8. 38. 738. others 3dig 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_right xmlPara_continue unknown
KIMURA,|||M.,|||and|||T.|||OHTA,|||1978|||Stepwise|||mutation|||model|||and normal hasYear noLongAuthorLine other TOKEN-KIMURA, K KI KIM KIMU , A, RA, URA, AllCap nonNum 4 no no lastName no no no TOKEN-M., M M. M., M., , ., M., M., singleCap nonNum 0 no no no no no no TOKEN-and a an and and d nd and and others nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_left xmlPara_new unknown
distribution|||of|||allelic|||frequencies|||in|||a|||finite|||population.|||Proc. normal noYear noLongAuthorLine period TOKEN-distribution d di dis dist n on ion tion others nonNum 0 no no no no no no TOKEN-of o of of of f of of of others nonNum 48 no no no no placeName publisherName TOKEN-Proc. P Pr Pro Proc . c. oc. roc. InitCap nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_right xmlPara_continue unknown
Natl.|||Acad.|||Sci.|||USA|||75:|||2868-2872. short hasYear noLongAuthorLine period TOKEN-Natl. N Na Nat Natl . l. tl. atl. InitCap nonNum 0 no no no no no no TOKEN-Acad. A Ac Aca Acad . d. ad. cad. InitCap nonNum 0 no no no no no no TOKEN-2868-2872. 2 28 286 2868 . 2. 72. 872. others possiblePage 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_right xmlPara_continue unknown
KONRAD!|||C.,|||L.|||OzEtius,|||W.|||YAN,|||J.|||F.|||GUSELLA|||and|||0.|||BREAKE- normal noYear noLongAuthorLine hyphen TOKEN-KONRAD! K KO KON KONR ! D! AD! RAD! AllCap nonNum 5 maleName no lastName no no no TOKEN-C., C C. C., C., , ., C., C., singleCap nonNum 0 no no no no no no TOKEN-BREAKE- B BR BRE BREA - E- KE- AKE- AllCap nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_left xmlPara_new unknown
FIELD,|||1991|||Dinucleotide|||repeat|||polymorphism|||(D16S285) normal hasYear noLongAuthorLine cbracket TOKEN-FIELD, F FI FIE FIEL , D, LD, ELD, AllCap nonNum 5 maleName no lastName no no no TOKEN-1991 1 19 199 1991 1 91 991 1991 others year 0 no no no no no no TOKEN-(D16S285) ( (D (D1 (D16 ) 5) 85) 285) others hasDig 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_right xmlPara_continue unknown
on|||human|||chromosome|||16.|||Nucleic|||Acids|||Res.|||19:|||5449. normal noYear noLongAuthorLine period TOKEN-on o on on on n on on on others nonNum 4 no no lastName no no no TOKEN-human h hu hum huma n an man uman others nonNum 4 no no lastName no no no TOKEN-5449. 5 54 544 5449 . 9. 49. 449. others 4+dig 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_right xmlPara_continue unknown
KOTELEVISEV,|||Y.|||V.,|||E.|||CLAUSER,|||P.|||CORVOL|||and|||F.|||SOUBRIER, normal noYear isLongAuthorLine comma TOKEN-KOTELEVISEV, K KO KOT KOTE , V, EV, SEV, AllCap nonNum 0 no no no no no no TOKEN-Y. Y Y. Y. Y. . Y. Y. Y. singleCap nonNum 0 no no no no no no TOKEN-SOUBRIER, S SO SOU SOUB , R, ER, IER, AllCap nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_new unknown
1991|||Dinucleotide|||repeat|||polymorphism|||in|||the|||human|||angi- normal hasYear noLongAuthorLine hyphen TOKEN-1991 1 19 199 1991 1 91 991 1991 others year 0 no no no no no no TOKEN-Dinucleotide D Di Din Dinu e de ide tide InitCap nonNum 0 no no no no no no TOKEN-angi- a an ang angi - i- gi- ngi- others nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_new unknown
oiensinogen|||gene.|||Nucleic|||Acids|||Res.|||19:|||6978. normal noYear noLongAuthorLine period TOKEN-oiensinogen o oi oie oien n en gen ogen others nonNum 0 no no no no no no TOKEN-gene. g ge gen gene . e. ne. ene. others nonNum 7 maleName femaleName lastName no no no TOKEN-6978. 6 69 697 6978 . 8. 78. 978. others 4+dig 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_continue unknown
LEVINSON,|||G.|||and|||G.|||A.|||GUTMAN,|||1987|||Slipped-strand|||mispairing: normal hasYear noLongAuthorLine colon TOKEN-LEVINSON, L LE LEV LEVI , N, ON, SON, AllCap nonNum 4 no no lastName no no no TOKEN-G. G G. G. G. . G. G. G. singleCap nonNum 32 no no no no no publisherName TOKEN-mispairing: m mi mis misp : g: ng: ing: others nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_left xmlPara_new unknown
a|||major|||mechanism|||for|||DNA|||sequence|||evolution.|||Mol.|||Biol. normal noYear noLongAuthorLine period TOKEN-a a a a a a a a a others nonNum 32 no no no no no publisherName TOKEN-major m ma maj majo r or jor ajor others nonNum 5 maleName no lastName no no no TOKEN-Biol. B Bi Bio Biol . l. ol. iol. InitCap nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_right xmlPara_continue unknown
Evol.|||4:|||203-221. short noYear noLongAuthorLine period TOKEN-Evol. E Ev Evo Evol . l. ol. vol. InitCap nonNum 0 no no no no no no TOKEN-4: 4 4: 4: 4: : 4: 4: 4: others 1dig 0 no no no no no no TOKEN-203-221. 2 20 203 203- . 1. 21. 221. others possiblePage 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_right xmlPara_continue unknown
LITT|||M.,|||and|||J.|||A.|||LUTY,|||1989|||A|||hypervariable|||microsatellite normal hasYear noLongAuthorLine other TOKEN-LITT L LI LIT LITT T TT ITT LITT AllCap nonNum 4 no no lastName no no no TOKEN-M., M M. M., M., , ., M., M., singleCap nonNum 0 no no no no no no TOKEN-microsatellite m mi mic micr e te ite lite others nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_left xmlPara_new unknown
revealed|||by|||in|||vitro|||amplification|||of|||a|||dinucleotide|||repeat|||within normal noYear noLongAuthorLine other TOKEN-revealed r re rev reve d ed led aled others nonNum 0 no no no no no no TOKEN-by b by by by y by by by others nonNum 0 no no no no no no TOKEN-within w wi wit with n in hin thin others nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_right xmlPara_continue unknown
the|||cardiac|||muscle|||actin|||gene.|||Am.|||J.|||Hum.|||Genet.|||44:|||397- normal noYear noLongAuthorLine hyphen TOKEN-the t th the the e he the the others nonNum 32 no no no no no publisherName TOKEN-cardiac c ca car card c ac iac diac others nonNum 0 no no no no no no TOKEN-397- 3 39 397 397- - 7- 97- 397- others 3dig 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_right xmlPara_continue unknown
401. short noYear noLongAuthorLine period TOKEN-401. 4 40 401 401. . 1. 01. 401. others 3dig 0 no no no no no no TOKEN-EMPTY E EM EMP EMPT Y TY PTY MPTY AllCap nonNum 0 no no no no no no TOKEN-401. 4 40 401 401. . 1. 01. 401. others 3dig 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_right xmlPara_continue unknown
MARIAT,|||D.,|||V.|||LAUTHIER|||and|||G.|||VERGNAUD,|||1991|||A|||VNTR normal hasYear noLongAuthorLine other TOKEN-MARIAT, M MA MAR MARI , T, AT, IAT, AllCap nonNum 0 no no no no no no TOKEN-D., D D. D., D., , ., D., D., singleCap nonNum 0 no no no no no no TOKEN-VNTR V VN VNT VNTR R TR NTR VNTR AllCap nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_left xmlPara_new unknown
isolated|||by|||size|||selection|||of|||human|||DNA|||fragments|||detects normal noYear noLongAuthorLine other TOKEN-isolated i is iso isol d ed ted ated others nonNum 0 no no no no no no TOKEN-by b by by by y by by by others nonNum 0 no no no no no no TOKEN-detects d de det dete s ts cts ects others nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_right xmlPara_continue unknown
RFLPs|||at|||the|||extremity|||of|||lp|||and|||4q.|||Nucleic|||Acids|||Res.|||19: normal noYear noLongAuthorLine colon TOKEN-RFLPs R RF RFL RFLP s Ps LPs FLPs others nonNum 0 no no no no no no TOKEN-at a at at at t at at at others nonNum 0 no no no no no no TOKEN-19: 1 19 19: 19: : 9: 19: 19: others 2dig 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_right xmlPara_continue unknown
4572. short noYear noLongAuthorLine period TOKEN-4572. 4 45 457 4572 . 2. 72. 572. others 4+dig 0 no no no no no no TOKEN-EMPTY E EM EMP EMPT Y TY PTY MPTY AllCap nonNum 0 no no no no no no TOKEN-4572. 4 45 457 4572 . 2. 72. 572. others 4+dig 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_right xmlPara_continue unknown
NAKAMURA,|||Y.,|||M.|||LEPPERT,|||P.|||O'CONNELL,|||R.|||WOLFF,|||T.|||HOLM, normal noYear isLongAuthorLine comma TOKEN-NAKAMURA, N NA NAK NAKA , A, RA, URA, AllCap nonNum 20 no no lastName no placeName no TOKEN-Y., Y Y. Y., Y., , ., Y., Y., singleCap nonNum 0 no no no no no no TOKEN-HOLM, H HO HOL HOLM , M, LM, OLM, AllCap nonNum 4 no no lastName no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_left xmlPara_new unknown
M.|||CULVER,|||C.|||MARTIN,|||E.|||FUJIMOTO,|||M.|||HOFF,|||E.|||KUMLIN normal noYear isLongAuthorLine other TOKEN-M. M M. M. M. . M. M. M. singleCap nonNum 0 no no no no no no TOKEN-CULVER, C CU CUL CULV , R, ER, VER, AllCap nonNum 5 maleName no lastName no no no TOKEN-KUMLIN K KU KUM KUML N IN LIN MLIN AllCap nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_right xmlPara_continue unknown
and|||R.|||WHITE,|||1987|||Variable|||number|||of|||tandem|||repeat normal hasYear noLongAuthorLine other TOKEN-and a an and and d nd and and others nonNum 0 no no no no no no TOKEN-R. R R. R. R. . R. R. R. singleCap nonNum 0 no no no no no no TOKEN-repeat r re rep repe t at eat peat others nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_new unknown
(VNTR)|||markers|||for|||human|||gene|||mapping.|||Science|||235: normal noYear noLongAuthorLine colon TOKEN-(VNTR) ( (V (VN (VNT ) R) TR) NTR) AllCap nonNum 0 no no no no no no TOKEN-markers m ma mar mark s rs ers kers others nonNum 0 no no no no no no TOKEN-235: 2 23 235 235: : 5: 35: 235: others 3dig 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_continue unknown
1616-1622. short hasYear noLongAuthorLine period TOKEN-1616-1622. 1 16 161 1616 . 2. 22. 622. others possiblePage 0 no no no no no no TOKEN-EMPTY E EM EMP EMPT Y TY PTY MPTY AllCap nonNum 0 no no no no no no TOKEN-1616-1622. 1 16 161 1616 . 2. 22. 622. others possiblePage 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_continue unknown
NATIONAL|||RESEARCH|||COUNCIL,|||1992|||DNA|||Technology|||in|||Forensic normal hasYear noLongAuthorLine other TOKEN-NATIONAL N NA NAT NATI L AL NAL ONAL AllCap nonNum 0 no no no no no no TOKEN-RESEARCH R RE RES RESE H CH RCH ARCH AllCap nonNum 0 no no no no no no TOKEN-Forensic F Fo For Fore c ic sic nsic InitCap nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_left xmlPara_new unknown
Science.|||National|||Academy|||Press,|||Washington,|||D.C. normal noYear noLongAuthorLine period TOKEN-Science. S Sc Sci Scie . e. ce. nce. InitCap nonNum 32 no no no no no publisherName TOKEN-National N Na Nat Nati l al nal onal InitCap nonNum 0 no no no no no no TOKEN-D.C. D D. D.C D.C. . C. .C. D.C. AllCap nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_yes xmlFontSize_normal xmlBeginLine_right xmlPara_continue unknown
NEI,|||M.,|||and|||D.|||GRAUR,|||1984|||Extent|||of|||protein|||polymorphism normal hasYear noLongAuthorLine other TOKEN-NEI, N NE NEI NEI, , I, EI, NEI, AllCap nonNum 0 no no no no no no TOKEN-M., M M. M., M., , ., M., M., singleCap nonNum 0 no no no no no no TOKEN-polymorphism p po pol poly m sm ism hism others nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_left xmlPara_new unknown
and|||the|||neutral|||mutation|||theory.|||Evol.|||Biol.|||17:|||73-118. normal noYear noLongAuthorLine period TOKEN-and a an and and d nd and and others nonNum 0 no no no no no no TOKEN-the t th the the e he the the others nonNum 32 no no no no no publisherName TOKEN-73-118. 7 73 73- 73-1 . 8. 18. 118. others possiblePage 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_right xmlPara_continue unknown
ODELBERG,|||S.|||J.,|||R.|||PLAETKE,|||J.|||R.|||ELDRIDGE,|||L.|||BALLARD,|||P. normal noYear isLongAuthorLine period TOKEN-ODELBERG, O OD ODE ODEL , G, RG, ERG, AllCap nonNum 0 no no no no no no TOKEN-S. S S. S. S. . S. S. S. singleCap nonNum 32 no no no no no publisherName TOKEN-P. P P. P. P. . P. P. P. singleCap nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_left xmlPara_new unknown
O'CONNELL,|||Y.|||NAKAMURA,|||M.|||LEPPERT,|||J.-M.|||LALOUEL|||and normal noYear isLongAuthorLine other TOKEN-O'CONNELL, O O' O'C O'CO , L, LL, ELL, AllCap nonNum 4 no no lastName no no no TOKEN-Y. Y Y. Y. Y. . Y. Y. Y. singleCap nonNum 0 no no no no no no TOKEN-and a an and and d nd and and others nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_right xmlPara_continue unknown
R.|||WHITE,|||1989|||Characterization|||of|||eight|||VNTR|||loci|||by normal hasYear noLongAuthorLine other TOKEN-R. R R. R. R. . R. R. R. singleCap nonNum 0 no no no no no no TOKEN-WHITE, W WH WHI WHIT , E, TE, ITE, AllCap nonNum 4 no no lastName no no no TOKEN-by b by by by y by by by others nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_new unknown
agarosegel|||electrophoresis.|||Genomics|||5:|||915-924. normal noYear noLongAuthorLine period TOKEN-agarosegel a ag aga agar l el gel egel others nonNum 0 no no no no no no TOKEN-electrophoresis. e el ele elec . s. is. sis. others nonNum 0 no no no no no no TOKEN-915-924. 9 91 915 915- . 4. 24. 924. others possiblePage 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_continue unknown
OHTA,|||T.,|||and|||M.|||KIMURA,|||1973|||The|||model|||of|||mutation|||appro- normal hasYear noLongAuthorLine hyphen TOKEN-OHTA, O OH OHT OHTA , A, TA, HTA, AllCap nonNum 4 no no lastName no no no TOKEN-T., T T. T., T., , ., T., T., singleCap nonNum 0 no no no no no no TOKEN-appro- a ap app appr - o- ro- pro- others nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_left xmlPara_new unknown
priate|||to|||estimate|||the|||number|||of|||electrophoretically|||detectable normal noYear noLongAuthorLine other TOKEN-priate p pr pri pria e te ate iate others nonNum 0 no no no no no no TOKEN-to t to to to o to to to others nonNum 36 no no lastName no no publisherName TOKEN-detectable d de det dete e le ble able others nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_continue unknown
alleles|||in|||a|||genetic|||population.|||Genet.|||Res.|||22:|||201-204. normal noYear noLongAuthorLine period TOKEN-alleles a al all alle s es les eles others nonNum 0 no no no no no no TOKEN-in i in in in n in in in others nonNum 4 no no lastName no no no TOKEN-201-204. 2 20 201 201- . 4. 04. 204. others possiblePage 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_continue unknown
PHILLIPS,|||H.|||A.,|||P.|||HARRIS,|||R.|||I.|||RICHARDS,|||G.|||R.|||SUTHERLAND normal noYear isLongAuthorLine other TOKEN-PHILLIPS, P PH PHI PHIL , S, PS, IPS, AllCap nonNum 4 no no lastName no no no TOKEN-H. H H. H. H. . H. H. H. singleCap nonNum 0 no no no no no no TOKEN-SUTHERLAND S SU SUT SUTH D ND AND LAND AllCap nonNum 5 maleName no lastName no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_left xmlPara_new unknown
and|||J.|||C.|||MULLEY,|||1991a|||Dinucleotide|||repeat|||polymorphisms normal hasYear noLongAuthorLine other TOKEN-and a an and and d nd and and others nonNum 0 no no no no no no TOKEN-J. J J. J. J. . J. J. J. singleCap nonNum 4 no no lastName no no no TOKEN-polymorphisms p po pol poly s ms sms isms others nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_continue unknown
at|||the|||D16S164,|||D16S168,|||and|||D165186|||loci|||at|||16q21-q22.1. normal noYear noLongAuthorLine period TOKEN-at a at at at t at at at others nonNum 0 no no no no no no TOKEN-the t th the the e he the the others nonNum 32 no no no no no publisherName TOKEN-16q21-q22.1. 1 16 16q 16q2 . 1. .1. 2.1. others hasDig 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_continue unknown
Nucleic|||Acids|||Res.|||19:|||6964. short noYear noLongAuthorLine period TOKEN-Nucleic N Nu Nuc Nucl c ic eic leic InitCap nonNum 0 no no no no no no TOKEN-Acids A Ac Aci Acid s ds ids cids InitCap nonNum 0 no no no no no no TOKEN-6964. 6 69 696 6964 . 4. 64. 964. others 4+dig 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_continue unknown
PHILLIPS,|||H.|||A.,|||V.|||J.|||HYLAND,|||K.|||HOLMAN,|||D.|||F.|||CALLEN,|||R.|||I. normal noYear isLongAuthorLine period TOKEN-PHILLIPS, P PH PHI PHIL , S, PS, IPS, AllCap nonNum 4 no no lastName no no no TOKEN-H. H H. H. H. . H. H. H. singleCap nonNum 0 no no no no no no TOKEN-I. I I. I. I. . I. I. I. singleCap nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_left xmlPara_new unknown
RICHARDS|||and|||J.|||C.|||MULLEY,|||1991b|||Dinucleotide|||repeat|||pol- normal hasYear noLongAuthorLine hyphen TOKEN-RICHARDS R RI RIC RICH S DS RDS ARDS AllCap nonNum 4 no no lastName no no no TOKEN-and a an and and d nd and and others nonNum 0 no no no no no no TOKEN-pol- p po pol pol- - l- ol- pol- others nonNum 4 no no lastName no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_continue unknown
ymorphism|||at|||D16S287.|||Nucleic|||Acids|||Res.|||19:|||6664. normal noYear noLongAuthorLine period TOKEN-ymorphism y ym ymo ymor m sm ism hism others nonNum 0 no no no no no no TOKEN-at a at at at t at at at others nonNum 0 no no no no no no TOKEN-6664. 6 66 666 6664 . 4. 64. 664. others 4+dig 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_continue unknown
POLYMEROPOULOS,|||M.|||H.,|||D.|||S.|||RATH,|||H.|||XIAO|||and|||C.|||R.|||MERRIL, normal noYear isLongAuthorLine comma TOKEN-POLYMEROPOULOS, P PO POL POLY , S, OS, LOS, AllCap nonNum 0 no no no no no no TOKEN-M. M M. M. M. . M. M. M. singleCap nonNum 0 no no no no no no TOKEN-MERRIL, M ME MER MERR , L, IL, RIL, AllCap nonNum 4 no no lastName no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_left xmlPara_new unknown
1991a|||Tetranucleotide|||repeat|||polymorphism|||at|||the|||human normal hasYear noLongAuthorLine other TOKEN-1991a 1 19 199 1991 a 1a 91a 991a others hasDig 0 no no no no no no TOKEN-Tetranucleotide T Te Tet Tetr e de ide tide InitCap nonNum 0 no no no no no no TOKEN-human h hu hum huma n an man uman others nonNum 4 no no lastName no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_continue unknown
beta-actin|||related|||pseudogene|||H-beta-Ac-psi-2|||(ACTBP2)|||Nu- normal noYear noLongAuthorLine hyphen TOKEN-beta-actin b be bet beta n in tin ctin others nonNum 0 no no no no no no TOKEN-related r re rel rela d ed ted ated others nonNum 0 no no no no no no TOKEN-Nu- N Nu Nu- Nu- - u- Nu- Nu- InitCap nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_continue unknown
cleic|||Acids|||Res.|||19:|||1432. short hasYear noLongAuthorLine period TOKEN-cleic c cl cle clei c ic eic leic others nonNum 0 no no no no no no TOKEN-Acids A Ac Aci Acid s ds ids cids InitCap nonNum 0 no no no no no no TOKEN-1432. 1 14 143 1432 . 2. 32. 432. others 4+dig 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_continue unknown
POLYMEROPOULOS,|||M.|||H.,|||H.|||XIAO,|||D.|||S.|||RATH|||and|||C.|||R.|||MERRIL, normal noYear isLongAuthorLine comma TOKEN-POLYMEROPOULOS, P PO POL POLY , S, OS, LOS, AllCap nonNum 0 no no no no no no TOKEN-M. M M. M. M. . M. M. M. singleCap nonNum 0 no no no no no no TOKEN-MERRIL, M ME MER MERR , L, IL, RIL, AllCap nonNum 4 no no lastName no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_new unknown
199|||lb|||Tetranucleotide|||repeat|||polymorphism|||at|||the|||human normal noYear noLongAuthorLine other TOKEN-199 1 19 199 199 9 99 199 199 others 3dig 0 no no no no no no TOKEN-lb l lb lb lb b lb lb lb others nonNum 0 no no no no no no TOKEN-human h hu hum huma n an man uman others nonNum 4 no no lastName no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_new unknown
tyrosine|||hydroxylase|||gene|||(TH).|||Nucleic|||Acids|||Res.|||19:|||3753. normal noYear noLongAuthorLine period TOKEN-tyrosine t ty tyr tyro e ne ine sine others nonNum 0 no no no no no no TOKEN-hydroxylase h hy hyd hydr e se ase lase others nonNum 0 no no no no no no TOKEN-3753. 3 37 375 3753 . 3. 53. 753. others 4+dig 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_continue unknown
